Primary_Category_Alt,Name,price_range_description,Price,Discount,Description,upload_date_time,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Last_Restock_Date,Discount_Percentage,Total_Revenue,Demand,date,week,lag_1,rolling_mean
Accessories,Shirt,High,173.8470489,8.848716834,Shirt in Accessories category,07:21.9,Out of Stock,328,88,18,Supplier_3,07:21.9,8.848716834,28681.95066,181,6/22/2023,25,249,135.75
Shoes,Dress,Low,21.8115537,21.59185328,Dress in Shoes category,07:21.9,Out of Stock,309,98,6,Supplier_5,07:21.9,21.59185328,5233.222718,306,8/8/2021,31,182,0
Shoes,Shirt,High,146.5148377,39.41179925,Shirt in Shoes category,07:21.9,Available,33,44,19,Supplier_8,07:21.9,39.41179925,2929.433232,33,10/14/2021,41,210,134
Home,Jacket,Medium,52.87880574,25.95901123,Jacket in Home category,07:21.9,Out of Stock,106,20,17,Supplier_3,07:21.9,25.95901123,4150.111006,106,5/30/2024,22,101,0
Shoes,Jeans,Low,22.27286096,9.669970698,Jeans in Shoes category,07:21.9,Available,248,50,2,Supplier_10,07:21.9,9.669970698,4989.532295,248,10/16/2023,42,168,0
Shoes,Jacket,Medium,98.06688072,36.04668876,Jacket in Shoes category,07:21.9,Out of Stock,194,55,4,Supplier_4,07:21.9,36.04668876,11351.78016,181,1/27/2022,4,36,157
Accessories,Jeans,Medium,52.08641751,49.0185238,Jeans in Accessories category,07:21.9,Out of Stock,365,95,9,Supplier_5,07:21.9,49.0185238,5018.786239,189,7/8/2022,27,351,193
Shoes,Jeans,Low,16.90082869,34.10698564,Jeans in Shoes category,07:21.9,Available,133,62,11,Supplier_7,07:21.9,34.10698564,1481.149908,133,9/7/2021,36,80,114.75
Women,Jeans,Premium,204.5586021,35.677,Jeans in Women category,07:21.9,Available,193,21,18,Supplier_2,07:21.9,35.677,25394.59832,193,1/2/2021,53,211,0
Shoes,Bags,Medium,41.37121804,18.82094381,Bags in Shoes category,07:21.9,Available,148,62,24,Supplier_9,07:21.9,18.82094381,4970.545122,148,9/11/2022,36,101,0
Accessories,Bags,Low,15.26202989,46.18730525,Bags in Accessories category,07:21.9,Available,50,19,6,Supplier_5,07:21.9,46.18730525,410.6454779,50,11/3/2022,44,0,0
Men,Shirt,Medium,80.77880942,32.37130675,Shirt in Men category,07:21.9,Available,1,95,9,Supplier_2,07:21.9,32.37130675,54.62965324,1,5/12/2021,19,0,0
Home,Bags,Medium,75.84657944,29.14425008,Bags in Home category,07:21.9,Available,282,46,26,Supplier_4,07:21.9,29.14425008,11393.23248,212,4/17/2022,15,227,0
Kids,Sneakers,Medium,82.90016807,33.95867282,Sneakers in Kids category,07:21.9,Out of Stock,108,39,17,Supplier_8,07:21.9,33.95867282,3394.399016,62,5/16/2024,20,21,48.25
Accessories,Bags,Premium,227.7096463,30.59819642,Bags in Accessories category,07:21.9,Out of Stock,342,100,26,Supplier_5,07:21.9,30.59819642,54047.8337,342,6/17/2021,24,86,0
Women,Shirt,High,189.9383424,13.88167415,Shirt in Women category,07:21.9,Available,248,41,10,Supplier_5,07:21.9,13.88167415,13740.02453,84,3/3/2021,9,0,0
Women,Jeans,Medium,37.6707535,21.48046634,Jeans in Women category,07:21.9,Out of Stock,443,97,14,Supplier_1,07:21.9,21.48046634,3579.046896,121,4/13/2024,15,65,0
Kids,Sneakers,Premium,288.5309808,47.99501024,Sneakers in Kids category,07:21.9,Out of Stock,375,41,29,Supplier_2,07:21.9,47.99501024,3601.212168,24,2/27/2022,8,148,0
Accessories,Bags,Premium,443.05015,49.08612313,Bags in Accessories category,07:21.9,Out of Stock,211,46,16,Supplier_6,07:21.9,49.08612313,28873.473,128,10/24/2021,42,151,0
Women,Bags,Medium,43.9945847,19.09684647,Bags in Women category,07:21.9,Out of Stock,475,62,27,Supplier_2,07:21.9,19.09684647,1566.092282,44,10/27/2021,43,105,112
Men,Shirt,Medium,84.45708568,27.50120694,Shirt in Men category,07:21.9,Available,295,49,1,Supplier_6,07:21.9,27.50120694,7041.492294,115,5/3/2024,18,0,0
Kids,Jacket,Medium,72.21486714,43.41483874,Jacket in Kids category,07:21.9,Available,113,72,15,Supplier_3,07:21.9,43.41483874,1225.886971,30,10/5/2022,40,161,148.75
Shoes,Bags,Low,11.58403955,36.53221446,Bags in Shoes category,07:21.9,Available,264,69,16,Supplier_4,07:21.9,36.53221446,1940.963211,264,12/30/2023,52,248,204.25
Home,Bags,High,146.5188327,6.139754796,Bags in Home category,07:21.9,Available,12,66,10,Supplier_3,07:21.9,6.139754796,137.5229357,1,10/5/2023,40,0,0
Accessories,Sneakers,Low,24.79532354,20.85345789,Sneakers in Accessories category,07:21.9,Out of Stock,453,80,7,Supplier_4,07:21.9,20.85345789,3159.567231,161,6/7/2024,23,39,123.75
Women,Jacket,High,184.0203927,9.930364017,Jacket in Women category,07:21.9,Out of Stock,294,77,14,Supplier_9,07:21.9,9.930364017,48729.47037,294,1/28/2021,4,198,266.75
Home,Sneakers,Medium,56.45159571,45.4722144,Sneakers in Home category,07:21.9,Out of Stock,494,40,4,Supplier_10,07:21.9,45.4722144,7818.57849,254,4/1/2022,13,20,108.75
Women,Shirt,Medium,49.99305963,41.65141909,Shirt in Women category,07:21.9,Out of Stock,273,75,24,Supplier_2,07:21.9,41.65141909,554.2345761,19,5/28/2021,21,252,125.5
Home,Jacket,Low,10.54303527,7.082144836,Jacket in Home category,07:21.9,Available,128,48,15,Supplier_5,07:21.9,7.082144836,1253.934367,128,9/12/2024,37,52,64.75
Home,Jacket,Premium,275.2227047,30.72901973,Jacket in Home category,07:21.9,Available,27,78,22,Supplier_7,07:21.9,30.72901973,5147.535568,27,12/23/2023,51,21,99.75
Women,Jeans,High,155.5442793,26.73218095,Jeans in Women category,07:21.9,Out of Stock,186,42,20,Supplier_9,07:21.9,26.73218095,15840.98226,139,1/15/2023,2,99,0
Women,Jeans,Premium,331.7815487,41.92756747,Jeans in Women category,07:21.9,Available,320,92,7,Supplier_2,07:21.9,41.92756747,5972.882096,31,9/4/2021,35,0,0
Home,Jeans,High,151.7608291,30.49064535,Jeans in Home category,07:21.9,Out of Stock,155,96,16,Supplier_2,07:21.9,30.49064535,16350.6358,155,3/19/2022,11,129,0
Home,Jacket,Low,8.449587643,44.26493505,Jacket in Home category,07:21.9,Out of Stock,168,16,15,Supplier_7,07:21.9,44.26493505,621.6385772,132,1/21/2023,3,22,0
Home,Dress,Premium,454.8072754,23.88923044,Dress in Home category,07:21.9,Available,147,95,7,Supplier_10,07:21.9,23.88923044,50885.12565,147,6/23/2023,25,447,0
Women,Bags,Low,21.35245413,31.25545232,Bags in Women category,07:21.9,Available,435,59,4,Supplier_6,07:21.9,31.25545232,1834.831001,125,7/13/2024,28,42,0
Women,Bags,Medium,76.39129449,31.71006338,Bags in Women category,07:21.9,Out of Stock,368,40,15,Supplier_7,07:21.9,31.71006338,5999.270158,115,12/29/2020,53,0,0
Men,Jeans,Low,11.8659173,36.68214063,Jeans in Men category,07:21.9,Out of Stock,272,75,7,Supplier_10,07:21.9,36.68214063,1795.665513,239,4/27/2021,17,165,0
Men,Jacket,High,169.1765809,38.30638412,Jacket in Men category,07:21.9,Available,356,24,4,Supplier_4,07:21.9,38.30638412,23796.6222,228,1/28/2022,4,31,0
Kids,Dress,Low,15.02654837,8.889128691,Dress in Kids category,07:21.9,Available,82,66,22,Supplier_4,07:21.9,8.889128691,602.3960426,44,1/20/2024,3,375,175.75
Kids,Bags,Premium,429.475085,25.58476375,Bags in Kids category,07:21.9,Available,247,13,2,Supplier_1,07:21.9,25.58476375,10866.22657,34,7/3/2024,27,181,126.25
Men,Jacket,High,151.1623583,23.05896898,Jacket in Men category,07:21.9,Available,298,54,13,Supplier_3,07:21.9,23.05896898,33263.48081,286,9/8/2024,36,23,0
Women,Bags,Premium,412.4706438,31.53603626,Bags in Women category,07:21.9,Available,367,84,3,Supplier_3,07:21.9,31.53603626,87542.06313,310,1/6/2022,1,218,229
Accessories,Sneakers,Medium,33.95377521,33.06944378,Sneakers in Accessories category,07:21.9,Out of Stock,113,25,11,Supplier_10,07:21.9,33.06944378,2567.975918,113,2/17/2024,7,19,0
Women,Dress,Medium,77.79837141,24.20157415,Dress in Women category,07:21.9,Out of Stock,321,32,23,Supplier_7,07:21.9,24.20157415,13563.0864,230,7/4/2021,26,146,0
Accessories,Jacket,Medium,98.18177212,18.57933249,Jacket in Accessories category,07:21.9,Available,459,93,13,Supplier_9,07:21.9,18.57933249,29018.31229,363,8/13/2023,32,234,281.75
Accessories,Jeans,High,123.8615165,35.01069034,Jeans in Accessories category,07:21.9,Available,397,80,30,Supplier_7,07:21.9,35.01069034,21492.63079,267,5/22/2021,20,147,144.5
Kids,Bags,High,121.842655,7.150734867,Bags in Kids category,07:21.9,Out of Stock,60,41,28,Supplier_9,07:21.9,7.150734867,6787.800587,60,5/17/2023,20,241,190
Accessories,Jeans,High,172.4486864,22.4099005,Jeans in Accessories category,07:21.9,Available,229,85,11,Supplier_6,07:21.9,22.4099005,29971.89604,224,7/28/2023,30,265,0
Kids,Shirt,Low,23.33009846,35.71458152,Shirt in Kids category,07:21.9,Out of Stock,308,24,22,Supplier_10,07:21.9,35.71458152,599.914057,40,12/31/2023,52,87,73.75
Kids,Jeans,Premium,384.0954388,12.33331442,Jeans in Kids category,07:21.9,Out of Stock,91,65,7,Supplier_4,07:21.9,12.33331442,30641.8604,91,9/9/2021,36,152,0
Shoes,Shirt,High,198.4046841,9.013996471,Shirt in Shoes category,07:21.9,Out of Stock,13,62,8,Supplier_10,07:21.9,9.013996471,2346.766407,13,8/9/2021,32,138,0
Men,Jacket,Low,12.54788972,40.58930764,Jacket in Men category,07:21.9,Out of Stock,12,89,3,Supplier_10,07:21.9,40.58930764,52.18351711,7,12/16/2021,50,298,0
Shoes,Bags,Medium,75.57916736,27.73604935,Bags in Shoes category,07:21.9,Out of Stock,378,35,7,Supplier_7,07:21.9,27.73604935,7209.376971,132,7/26/2021,30,192,0
Kids,Jeans,Medium,44.44475827,20.70571726,Jeans in Kids category,07:21.9,Out of Stock,13,85,9,Supplier_4,07:21.9,20.70571726,458.1479797,13,5/25/2023,21,120,116.75
Kids,Sneakers,Premium,286.7503018,16.58452982,Sneakers in Kids category,07:21.9,Out of Stock,249,26,25,Supplier_7,07:21.9,16.58452982,46882.04605,196,1/11/2023,2,101,134.25
Kids,Jacket,High,136.6172289,26.85078145,Jacket in Kids category,07:21.9,Available,395,45,3,Supplier_9,07:21.9,26.85078145,16389.24739,164,5/29/2021,21,169,0
Women,Sneakers,Premium,390.7134258,19.54704566,Sneakers in Women category,07:21.9,Out of Stock,119,43,4,Supplier_10,07:21.9,19.54704566,37406.5188,119,4/9/2021,14,37,140
Kids,Jeans,High,135.1904873,11.93226393,Jeans in Kids category,07:21.9,Available,444,46,11,Supplier_2,07:21.9,11.93226393,26669.26115,224,6/3/2022,22,34,183.5
Home,Bags,Premium,272.74464,13.58721822,Bags in Home category,07:21.9,Available,136,39,21,Supplier_5,07:21.9,13.58721822,32053.32736,136,10/9/2022,40,304,0
Kids,Sneakers,High,105.5230549,13.67268544,Sneakers in Kids category,07:21.9,Out of Stock,428,98,4,Supplier_5,07:21.9,13.67268544,11204.71201,123,4/29/2023,17,163,0
Women,Jeans,Premium,212.6656069,41.20629594,Jeans in Women category,07:21.9,Available,149,50,30,Supplier_1,07:21.9,41.20629594,18630.06415,149,1/25/2024,4,20,130.5
Accessories,Sneakers,Premium,238.1066009,40.1347086,Sneakers in Accessories category,07:21.9,Out of Stock,500,58,4,Supplier_10,07:21.9,40.1347086,46611.62982,327,10/27/2021,43,134,260
Kids,Jacket,Premium,306.01923,14.65821497,Jacket in Kids category,07:21.9,Available,425,10,24,Supplier_9,07:21.9,14.65821497,48576.18285,186,4/25/2022,17,261,142.75
Kids,Jeans,Low,16.69752505,21.10956903,Jeans in Kids category,07:21.9,Available,14,23,12,Supplier_1,07:21.9,21.10956903,184.4184926,14,4/3/2022,13,109,0
Kids,Shirt,Low,14.08934514,25.6891778,Shirt in Kids category,07:21.9,Out of Stock,426,32,4,Supplier_4,07:21.9,25.6891778,2470.898339,236,3/14/2024,11,0,0
Kids,Bags,Premium,459.6193424,49.75402721,Bags in Kids category,07:21.9,Available,247,74,27,Supplier_7,07:21.9,49.75402721,57042.23179,247,12/2/2023,48,22,143
Shoes,Dress,Medium,59.95678772,32.17788201,Dress in Shoes category,07:21.9,Available,355,36,21,Supplier_6,07:21.9,32.17788201,2561.829688,63,9/27/2024,39,54,0
Shoes,Shirt,High,149.1010309,45.34227962,Shirt in Shoes category,07:21.9,Available,481,41,16,Supplier_5,07:21.9,45.34227962,19966.33001,245,3/7/2022,10,152,164
Men,Jacket,Premium,275.0066012,35.50030884,Jacket in Men category,07:21.9,Out of Stock,56,61,10,Supplier_10,07:21.9,35.50030884,3724.946578,21,2/19/2022,7,83,145
Kids,Sneakers,High,112.2292715,40.9762738,Sneakers in Kids category,07:21.9,Available,199,47,2,Supplier_1,07:21.9,40.9762738,5034.384242,76,4/26/2022,17,0,0
Men,Jacket,Premium,228.9509785,29.64213222,Jacket in Men category,07:21.9,Available,304,86,30,Supplier_6,07:21.9,29.64213222,8698.591442,54,10/6/2020,41,231,169.25
Women,Jeans,Premium,318.1923379,34.70520171,Jeans in Women category,07:21.9,Out of Stock,449,36,25,Supplier_3,07:21.9,34.70520171,26593.66979,128,7/23/2022,29,355,168.5
Kids,Shirt,Medium,64.06715421,18.96860102,Shirt in Kids category,07:21.9,Available,25,85,28,Supplier_4,07:21.9,18.96860102,1297.862784,25,3/24/2024,12,24,160.5
Accessories,Shirt,Medium,56.61789117,49.32845066,Shirt in Accessories category,07:21.9,Available,152,55,9,Supplier_9,07:21.9,49.32845066,4360.752724,152,5/23/2023,21,68,0
Men,Dress,High,148.2804168,7.696354482,Dress in Men category,07:21.9,Available,350,77,9,Supplier_10,07:21.9,7.696354482,39418.05033,288,1/9/2023,2,79,162.75
Women,Bags,Premium,306.6925496,45.80540534,Bags in Women category,07:21.9,Out of Stock,44,44,22,Supplier_4,07:21.9,45.80540534,3989.058819,24,10/7/2021,40,289,197.5
Kids,Dress,Medium,63.91575697,22.0237455,Dress in Kids category,07:21.9,Available,284,31,26,Supplier_7,07:21.9,22.0237455,12459.77833,250,2/2/2021,5,181,0
Women,Bags,Medium,79.66910842,23.34218492,Bags in Women category,07:21.9,Out of Stock,63,85,25,Supplier_9,07:21.9,23.34218492,1099.306761,18,4/23/2022,16,413,143
Men,Dress,Low,6.481109462,20.68357885,Dress in Men category,07:21.9,Out of Stock,238,99,25,Supplier_10,07:21.9,20.68357885,241.6074516,47,3/2/2021,9,41,0
Shoes,Bags,Premium,466.3971235,24.04367765,Bags in Shoes category,07:21.9,Out of Stock,8,87,3,Supplier_1,07:21.9,24.04367765,2834.06482,8,11/23/2023,47,191,0
Home,Sneakers,Medium,89.4100983,8.440872212,Sneakers in Home category,07:21.9,Available,410,56,5,Supplier_3,07:21.9,8.440872212,7285.816448,89,10/1/2020,40,234,157.25
Women,Jeans,High,142.3570755,12.30013225,Jeans in Women category,07:21.9,Out of Stock,484,13,26,Supplier_9,07:21.9,12.30013225,32585.05837,261,8/28/2023,35,28,135.75
Kids,Dress,High,141.9577457,36.83003483,Dress in Kids category,07:21.9,Out of Stock,147,76,6,Supplier_4,07:21.9,36.83003483,5290.804854,59,10/28/2021,43,195,0
Women,Jeans,High,124.6306077,46.70105842,Jeans in Women category,07:21.9,Available,499,86,13,Supplier_9,07:21.9,46.70105842,2258.511024,34,4/2/2022,13,235,0
Home,Bags,High,129.6942184,31.76808405,Bags in Home category,07:21.9,Available,350,47,8,Supplier_7,07:21.9,31.76808405,6902.442307,78,9/15/2021,37,0,0
Kids,Dress,High,107.9129719,34.63276437,Dress in Kids category,07:21.9,Out of Stock,46,11,28,Supplier_10,07:21.9,34.63276437,3244.827425,46,12/27/2023,52,156,0
Accessories,Dress,Low,24.91068223,24.2687879,Dress in Accessories category,07:21.9,Available,71,38,13,Supplier_7,07:21.9,24.2687879,1339.426474,71,8/19/2022,33,235,0
Kids,Bags,Medium,83.3635675,45.83635359,Bags in Kids category,07:21.9,Out of Stock,36,94,15,Supplier_8,07:21.9,45.83635359,225.7637397,5,5/27/2021,21,47,54.75
Men,Dress,Premium,264.8440478,39.49303462,Dress in Men category,07:21.9,Out of Stock,230,38,23,Supplier_7,07:21.9,39.49303462,28684.58824,179,3/5/2024,10,0,0
Accessories,Bags,Premium,233.2284398,6.69582947,Bags in Accessories category,07:21.9,Out of Stock,289,67,11,Supplier_7,07:21.9,6.69582947,62889.82788,289,5/13/2024,20,33,134.25
Shoes,Jacket,Low,5.173004426,35.55446504,Jacket in Shoes category,07:21.9,Out of Stock,206,12,1,Supplier_6,07:21.9,35.55446504,546.7383416,164,6/30/2021,26,45,0
Men,Shirt,High,147.8817226,24.4677627,Shirt in Men category,07:21.9,Available,450,24,21,Supplier_8,07:21.9,24.4677627,38982.7324,349,12/1/2021,48,116,238.75
Kids,Jacket,Premium,382.0441902,29.9827568,Jacket in Kids category,07:21.9,Available,362,63,27,Supplier_9,07:21.9,29.9827568,68479.1833,256,6/21/2022,25,94,0
Accessories,Bags,High,113.1976892,11.35047702,Bags in Accessories category,07:21.9,Available,2,99,29,Supplier_1,07:21.9,11.35047702,200.6984229,2,6/11/2024,24,37,177
Kids,Dress,Premium,271.6980431,21.26941051,Dress in Kids category,07:21.9,Available,175,94,8,Supplier_1,07:21.9,21.26941051,37434.15742,175,3/7/2023,10,206,0
Men,Shirt,Premium,472.6102866,8.756440356,Shirt in Men category,07:21.9,Available,300,10,15,Supplier_8,07:21.9,8.756440356,47003.68291,109,1/9/2023,2,181,120.25
Accessories,Shirt,Low,20.7368483,44.29143787,Shirt in Accessories category,07:21.9,Out of Stock,423,58,27,Supplier_8,07:21.9,44.29143787,2495.275205,216,6/25/2023,25,209,0
Accessories,Bags,Medium,61.81763345,48.2651788,Bags in Accessories category,07:21.9,Available,230,77,2,Supplier_4,07:21.9,48.2651788,3453.974151,108,11/30/2022,48,51,63.5
Women,Bags,Medium,64.91736967,10.94807771,Bags in Women category,07:21.9,Out of Stock,78,91,30,Supplier_4,07:21.9,10.94807771,3121.748942,54,7/11/2021,27,186,0
Men,Bags,High,121.9015415,20.48164283,Bags in Men category,07:21.9,Out of Stock,332,83,17,Supplier_8,07:21.9,20.48164283,10371.94904,107,3/15/2023,11,31,0
Men,Jacket,High,158.0694994,10.30360332,Jacket in Men category,07:21.9,Available,205,42,21,Supplier_8,07:21.9,10.30360332,20700.2662,146,3/21/2021,11,61,0
Home,Sneakers,Low,12.39158597,38.80944968,Sneakers in Home category,07:21.9,Out of Stock,51,53,2,Supplier_2,07:21.9,38.80944968,144.0671134,19,1/25/2024,4,113,101.25
Shoes,Jacket,High,124.6430076,27.24801418,Jacket in Shoes category,07:21.9,Available,88,90,27,Supplier_3,07:21.9,27.24801418,4896.734212,54,3/1/2024,9,262,146
Accessories,Jeans,Low,27.58466601,15.34340398,Jeans in Accessories category,07:21.9,Out of Stock,257,23,3,Supplier_2,07:21.9,15.34340398,5978.173251,256,3/25/2024,13,133,0
Men,Shirt,Premium,233.1843833,21.00099934,Shirt in Men category,07:21.9,Out of Stock,264,90,4,Supplier_6,07:21.9,21.00099934,4052.693314,22,1/12/2024,2,16,0
Accessories,Bags,Medium,76.00465232,19.83105976,Bags in Accessories category,07:21.9,Available,450,60,27,Supplier_2,07:21.9,19.83105976,18767.09428,308,10/24/2023,43,12,0
Shoes,Dress,High,175.4176383,15.27986042,Dress in Shoes category,07:21.9,Out of Stock,60,77,12,Supplier_9,07:21.9,15.27986042,5647.334584,38,6/2/2021,22,132,0
Men,Shirt,Medium,37.34880151,31.68240497,Shirt in Men category,07:21.9,Available,188,42,27,Supplier_8,07:21.9,31.68240497,1939.201025,76,9/16/2024,38,211,76.75
Home,Sneakers,Medium,72.35358564,26.68958293,Sneakers in Home category,07:21.9,Out of Stock,482,49,11,Supplier_1,07:21.9,26.68958293,1803.452323,34,3/5/2024,10,279,130.75
Men,Dress,Premium,255.6385862,23.70818226,Dress in Men category,07:21.9,Out of Stock,151,95,23,Supplier_3,07:21.9,23.70818226,29449.72996,151,8/6/2022,31,216,0
Shoes,Jeans,Premium,378.0557071,39.30272565,Jeans in Shoes category,07:21.9,Available,259,80,7,Supplier_10,07:21.9,39.30272565,47500.18852,207,9/9/2023,36,271,196
Accessories,Jacket,Premium,370.1580876,27.98982395,Jacket in Accessories category,07:21.9,Available,232,98,8,Supplier_4,07:21.9,27.98982395,61839.94581,232,8/5/2023,31,229,0
Shoes,Sneakers,Medium,97.0822168,13.21140311,Sneakers in Shoes category,07:21.9,Available,258,59,9,Supplier_9,07:21.9,13.21140311,11711.62484,139,4/28/2022,17,14,163.25
Men,Dress,Low,26.53244246,8.020679142,Dress in Men category,07:21.9,Out of Stock,197,94,23,Supplier_4,07:21.9,8.020679142,3733.867138,153,8/14/2022,32,0,0
Men,Sneakers,Low,26.3426339,33.29366147,Sneakers in Men category,07:21.9,Available,496,12,26,Supplier_8,07:21.9,33.29366147,615.027229,35,1/4/2022,1,137,0
Home,Jeans,High,172.6355473,16.76186491,Jeans in Home category,07:21.9,Out of Stock,109,60,1,Supplier_1,07:21.9,16.76186491,15663.14849,109,8/9/2021,32,122,0
Women,Shirt,Premium,437.9468781,5.051600713,Shirt in Women category,07:21.9,Available,187,66,26,Supplier_4,07:21.9,5.051600713,77759.00394,187,6/12/2023,24,37,0
Accessories,Dress,Medium,91.64800161,7.355897955,Dress in Accessories category,07:21.9,Out of Stock,365,85,22,Supplier_3,07:21.9,7.355897955,28358.76036,334,1/15/2021,2,31,0
Accessories,Jacket,Premium,226.4213063,12.65566734,Jacket in Accessories category,07:21.9,Available,80,67,2,Supplier_9,07:21.9,12.65566734,15821.29432,80,10/19/2022,42,219,0
Kids,Jacket,Low,17.64007207,11.88347109,Jacket in Kids category,07:21.9,Out of Stock,3,82,1,Supplier_3,07:21.9,11.88347109,46.63145763,3,1/6/2022,1,198,0
Women,Shirt,Low,26.64580444,32.0521914,Shirt in Women category,07:21.9,Out of Stock,179,15,3,Supplier_1,07:21.9,32.0521914,1158.735373,64,12/23/2022,51,77,0
Women,Jeans,Low,11.70360223,21.58661093,Jeans in Women category,07:21.9,Available,141,72,15,Supplier_6,07:21.9,21.58661093,1293.983953,141,3/12/2021,10,43,0
Kids,Sneakers,High,107.602139,20.26641781,Sneakers in Kids category,07:21.9,Available,454,54,29,Supplier_4,07:21.9,20.26641781,23679.43103,276,3/29/2022,13,232,227.5
Home,Jeans,Medium,58.37471872,45.23359058,Jeans in Home category,07:21.9,Available,231,34,24,Supplier_7,07:21.9,45.23359058,287.727637,9,7/15/2024,29,76,44.25
